Player,Team,Camera shake,FOV,Height,Angle,Distance,Stiffness,Swivel speed,Transition speed,Ball camera,Last updated
Lachinio,,No,110,110,-3.0,280,0.45,5.00,1.20,Toggle,2019-08-09
LagLy,PDV,No,109,90,-3.0,270,0.55,8.00,1.80,Toggle,2024-01-29
Lamp,,No,109,100,-4.0,260,0.45,6.80,1.50,Toggle,2023-04-03
Lasa,CC,No,110,110,-3.0,270,0.35,3.00,1.20,Toggle,2024-10-22
Laucha,PDV,No,109,110,-4.00,270,0.45,5.50,1.90,Toggle,2021-04-12
Lauty,DGG,No,110,110,-4.0,290,0.40,5.00,1.20,Toggle,2021-01-18
Laxin,,No,110,100,-3.0,270,0.35,4.50,1.30,Toggle,2025-02-16
Lazybear,ST1,No,110,100,-5.00,270,0.45,10.00,1.40,Toggle,2022-04-05
Le Duck,,No,110,110,-3.0,290,1.00,10.00,1.60,Toggle,2020-03-26
leland,,No,110,110,-7.0,280,0.55,7.5,1.5,Toggle,2020-10-08
Lemonpuppy,,No,110,110,-5.0,260,0.40,6.90,1.20,Toggle,2022-04-26
LeoDkn,TS,No,109,90,-4.0,270,0.50,10.00,1.60,Toggle,2024-07-13
Leoro,,No,110,110,-3.0,270,0.45,4.70,1.40,Toggle,2022-12-19
Lerky,,No,110,90,-4.0,270,0.60,5.00,1.20,Toggle,2020-11-14
Lev,,No,110,90,-5.0,270,0.50,6.00,1.00,Toggle,2024-02-27
Leviathan,,No,110,100,-5.0,270,0.40,10.00,1.70,Toggle,2022-02-07
lexxa.,ACCA,No,110,110,-3.0,270,0.50,4.00,1.50,Toggle,2024-12-08
LiFox,,No,110,110,-3.0,260,0.50,5.60,1.20,Toggle,2023-02-19
life,,No,110,100,-3.0,270,0.35,5.00,1.60,Toggle,2025-02-03
Lilo,JUI,No,110,90,-5.0,270,0.35,8.00,1.70,Toggle,2024-04-30
Lim,,No,110,110,-3.0,270,0.45,6.00,1.00,Toggle,2018-10-04
Lindow,WLF,No,107,100,-5.0,310,1.00,4.00,1.40,Toggle,2022-04-16
Linear,VTL,No,110,100,-3.0,270,0.35,4.70,1.40,Toggle,2024-06-06
LionBlaze,SCHN,No,110,100,-3.0,270,0.30,2.50,1.30,Toggle,2025-01-19
Lj,SR,No,110,100,-5.0,270,0.55,5.00,1.30,Toggle,2025-02-15
Localbananah,CCE,No,110,100,-5.0,270,0.40,6.00,1.80,Toggle,2023-04-15
Lorely,LCQW,No,110,100,-5.0,270,0.40,7.00,1.00,Toggle,2021-05-21
LorisRaptor,SNT,No,109,90,-4.00,270,0.45,4.00,1.20,Toggle,2022-04-21
Lostt,FUR,No,110,90,-5.0,270,0.35,7.00,1.60,Toggle,2025-03-30
lubey,CRH,No,110,100,-3.0,270,0.40,5.00,1.00,Toggle,2022-01-02
Luca,DB,No,109,90,-4.0,270,0.40,10.00,1.20,Toggle,2022-07-19
lucas06,LUK,No,110,100,-4.0,270,0.35,4.00,2.00,Toggle,2023-10-17
Luciuhh,,No,110,90,-5.0,270,0.40,4.70,1.50,Toggle,2020-12-15
LuiisP,,No,110,100,-5.0,270,0.40,4.50,1.60,Toggle,2024-10-20
Luke,UCF,No,109,100,-3.0,270,0.40,6.90,1.00,Toggle,2022-04-19
Lunar,MISS,No,110,100,-3.0,270,0.35,4.00,1.00,Toggle,2025-07-06
Lunatic.,,No,110,100,-3.0,270,0.35,7.00,1.60,Toggle,2024-08-20
lunr,,No,110,90,-5.0,260,0.40,7.00,1.00,Toggle,2025-02-16
lynx,F16,No,110,100,-5.0,270,0.40,4.10,1.30,Toggle,2022-05-30
M0nkey M00n,TWIS,No,110,100,-3.0,270,0.50,4.00,1.10,Toggle,2025-06-11
M1k3Rules,,No,100,100,-8.0,270,0.25,2.70,1.10,Hold,2019-07-12
M3L0DY,,No,110,90,-4.0,260,0.4,4.00,1.50,Toggle,2021-12-30
M6R,,No,110,100,-3.0,270,0.35,5.00,1.70,Toggle,2025-09-10
M7md,ZTX,No,110,100,-3.0,270,0.40,4.00,1.60,Toggle,2024-03-02
M7md97,NRD,No,110,100,-3.0,270,0.35,5.00,1.50,Toggle,2025-05-03
M7sn,VSN,No,110,100,-5.0,270,0.40,3.30,1.20,Toggle,2022-08-05
M@,KU,No,110,100,-5.0,290,0.80,3.50,1.20,Toggle,2020-06-09
MAJID,F16,No,110,100,-4.0,270,0.75,8.10,1.50,Toggle,2022-05-29
MD,ACND,No,110,90,-4.0,250,0.35,3.50,1.20,Toggle,2021-01-18
MD974,974,No,110,100,-4.0,270,0.40,6.30,1.30,Toggle,2022-11-02
mKaD,,No,110,100,-3.0,270,0.40,4.00,1.10,Toggle,2024-02-11
MaRc_By_8.,,No,110,100,-3.0,270,0.40,10.00,1.40,Toggle,2023-09-08
Maadzz,TRD,No,110,110,-3.0,280,0.70,3.20,1.00,Toggle,2019-06-29
maaivy,PAY,No,110,90,-4.0,270,0.40,4.60,1.20,Toggle,2020-09-08
Machi,MNM,No,110,100,-4.0,270,0.40,4.20,1.70,Toggle,2021-11-23
Madhin,PRAI,No,110,100,-5.0,270,0.55,6.40,1.80,Toggle,2024-09-08
madmaxrk,GHE,No,110,80,-3,260,0.35,3.00,1.70,Toggle,2025-05-18
Madssssss.,,No,110,100,-5.0,270,0.40,3.90,1.30,Toggle,2022-04-22
Maestro,,No,110,90,-3.0,270,0.5,4.00,1.20,Toggle,2024-09-21
MaJicBear,GENG,No,110,90,-4.0,270,0.45,6.70,1.70,Toggle,2025-01-19
mala,,No,110,100,-4.0,270,0.45,4.30,1.20,Toggle,2021-07-30
mala7,20S,No,110,100,-5.0,270,0.40,10.00,2.00,Toggle,2025-02-23
MannyLR!,SE,No,110,90,-4.0,280,0.35,4.00,1.30,Toggle,2024-08-10
Marmoan,JPIE,No,110,100,-4.0,270,0.45,6.90,1.30,Toggle,2021-08-09
Maru.,,No,107,100,-4.0,250,0.50,6.00,1.50,Toggle,2019-10-21
Maseter,,No,110,90,-5.0,270,0.85,4.00,1.30,Toggle,2021-06-02
Mass,,No,110,100,-4.0,270,0.40,8.00,1.60,Toggle,2024-02-02
masypie,HAS,No,110,100,-4.0,270,0.50,5.50,1.60,Toggle,2022-10-22
Mat.,,No,110,100,-2.0,270,0.30,5.00,1.50,Toggle,2023-04-24
Matee10,SNT,No,110,100,-4.0,270,0.40,5.00,1.90,Toggle,2022-03-24
math,,No,110,100,-5.0,270,0.40,4.70,1.20,Toggle,2021-08-09
matix,ELUM,No,110,100,-3.0,240,0.70,4.00,1.80,Toggle,2022-04-27
Matro,RET,No,110,110,-4.0,270,0.55,5.50,1.00,Toggle,2020-03-14
matsgrey,,No,110,110,-3.0,260,0.65,5.00,1.40,Toggle,2021-01-20
matt,,No,110,90,-5.0,270,0.45,7.00,1.00,Toggle,2019-04-08
matter,WVU,No,109,100,-3.0,270,0.35,5.00,1.30,Toggle,2024-03-03
Matthew.,MACC,No,110,100,-4.0,270,0.45,8.80,1.10,Toggle,2023-03-26
Mawkzy,,No,110,110,-3.0,270,0.40,4.20,1.30,Toggle,2025-01-14
Maxeew,,No,110,100,-3.0,270,0.50,7.00,1.20,Toggle,2023-06-21
MayKo,PMR,No,110,100,-4.0,270,0.35,5.00,1.40,Toggle,2022-07-10
mazikeen,SHI,No,110,100,-5.0,270,0.45,5.10,1.80,Toggle,2024-12-27
Meaty,,No,110,90,-5.0,270,0.50,3.20,1.40,Toggle,2021-02-03
Mech,POAB,No,110,90,-3.0,270,0.45,8.00,1.50,Toggle,2025-04-20
meeloox,MYI,No,110,90,-5.0,260,0.40,6.50,1.30,Toggle,2020-08-26
Melodic,EXE,No,110,100,-4.0,260,0.60,4.20,1.10,Toggle,2020-07-05
Meloshisu,,No,110,110,-3.0,270,0.50,3.40,1.30,Toggle,2020-03-08
Mercy,,No,110,100,-3.0,270,0.45,5.00,1.20,Toggle,2021-08-18
meshinn,LLH,No,110,90,-3.0,270,0.50,9.20,1.80,Toggle,2021-01-08
Mesho,VSN,No,110,100,-3.0,270,0.35,5.50,1.60,Toggle,2022-10-07
Metsanauris,,No,110,100,-3.0,260,0.50,8.00,1.00,Toggle,2022-03-07
Mihno,CLDA,No,110,90,-3.0,240,0.45,5.50,1.40,Toggle,2020-08-04
Mijo.,,No,110,100,-3.0,270,0.55,5.00,1.50,Toggle,2019-05-01
mikan,,No,110,90,-4.0,270,0.60,5.50,1.50,Toggle,2024-01-23
Mikeboy,,No,110,100,-3.0,270,0.35,7.00,1.20,Toggle,2025-09-17
Mile,NBD,No,110,100,-5.0,270,0.40,10.00,1.20,Toggle,2022-04-27
Milio,IDEA,No,110,100,-3.0,240,0.75,5.50,1.60,Toggle,2024-01-17
Milo,,No,110,100,-4.0,270,0.45,4.50,1.40,Toggle,2025-02-02
Mimillo Sama,SCL,No,110,90,-4.0,270,0.35,5.00,2.00,Toggle,2025-08-16
MinLoX,AG,No,110,90,-5.0,270,0.50,1.20,1.4,Toggle,2024-02-18
Mingo,GNR,No,110,100,-4.0,270,0.50,6.90,1.80,Toggle,2021-03-17
Minkey,JPIE,No,109,110,-3.0,260,0.60,4.00,1.20,Toggle,2022-07-03
Mira,,No,110,110,-3.0,270,0.35,4.00,1.30,Toggle,2025-07-06
Mirror.,,No,110,110,-3.0,270,0.65,8.00,1.70,Toggle,2020-06-23
misery,SHI,No,110,90,-4.0,250,0.50,5.30,1.00,Toggle,2023-05-15
mist,,No,110,100,-3.0,270,0.40,5.50,1.20,Toggle,2023-12-15
Misty,,No,110,90,-5.0,270,0.45,4.20,1.00,Toggle,2024-02-06
misty,,No,110,100,-4.0,260,0.40,4.70,1.00,Toggle,2020-03-25
Mith,,No,110,100,-3.0,270,0.60,6.00,1.40,Toggle,2022-10-23
Mittaen,,No,110,110,-3.0,270,0.60,4.20,1.30,Toggle,2022-08-13
Mizu,OHIO,No,110,110,-4.0,280,0.55,5.50,1.50,Toggle,2021-07-18
mock,,No,110,100,-5.0,280,0.40,6.00,1.20,Toggle,2020-08-15
Mognus,,No,108,100,-3.0,260,0.65,8.00,1.00,Toggle,2021-07-26
Mohanned,ZEN,No,110,90,-5.0,270,0.50,5.90,1.00,Toggle,2024-04-17
molten,,No,110,90,-6.0,270,0.55,6.00,1.00,Toggle,2022-08-28
money,SUP,No,110,100,-4.0,270,0.45,4.70,1.60,Toggle,2021-08-09
Monku,CP,No,109,110,-3.0,270,0.45,3.50,1.00,Toggle,2023-01-17
Monster442,,No,110,90,-3.0,270,0.45,4.70,1.10,Toggle,2021-01-17
Montyconnor,,No,110,100,-4.0,270,0.55,4.20,1.50,Toggle,2020-08-01
Morse,,No,109,110,-3.0,260,0.60,5.00,1.50,Toggle,2022-10-24
Moses,,No,110,100,-4.0,260,0.45,6.00,1.20,Toggle,2020-08-12
motion,DR,No,110,100,-3.0,270,0.30,7.00,1.80,Toggle,2024-02-02
Motta,TS,No,110,100,-3.0,270,0.35,10.00,2.00,Toggle,2024-06-21
Mozzarella,,No,110,100,-3.00,270,0.35,4.70,1.40,Toggle,2023-09-17
Mr.Low,,No,110,100,-5.0,270,0.50,5.00,1.20,Toggle,2021-10-22
mrtn,,No,110,90,-5.0,270,0.35,10.00,1.50,Toggle,2025-02-17
Msh,TWIS,No,110,110,-3.0,270,0.35,4.00,1.00,Toggle,2021-10-16
Mstr.,LLH,No,110,90,-7.0,270,0.35,5.00,1.60,Toggle,2025-01-18
mtzR,,No,110,100,-3.0,270,0.35,5.30,1.50,Toggle,2025-08-11
MummiSnow,,No,110,110,-4.0,270,0.40,5.00,1.00,Toggle,2019-03-24
MySTeriOuS,ZTX,No,110,100,-3.0,240,0.35,4.00,1.00,Toggle,2021-11-12
Mylk,BPC,No,110,100,-3.0,260,0.35,4.20,1.40,Toggle,2024-10-16
mzxy,777,No,110,90,-4.0,270,0.35,8.60,1.50,Toggle,2021-11-12
N1tro,DCE,No,109,90,-5.0,260,0.55,6.20,1.30,Toggle,2022-10-30
NKS,DAWN,No,110,90,-4.0,270,0.45,4.30,1.30,Toggle,2025-02-15
nachi,,No,110,90,-3.0,270,0.45,4.00,1.00,Toggle,2024-02-12
Nachitow,LHDP,No,110,110,-3.0,280,0.45,2.50,1.10,Toggle,2021-01-17
Nacho,,No,110,80,-5.0,260,0.45,6.00,1.70,Toggle,2024-03-29
nachosky,,No,110,90,-3.0,270,0.45,9.00,1.40,Toggle,2024-04-22
Nadr,ZTX,No,110,90.00,-5.0,270,0.35,4.00,1.40,Toggle,2025-07-15
nai,BSL,No,110,90,-5.0,270,0.40,5.10,1.50,Toggle,2024-02-02
Naish,XPS,No,110,80,-4.0,270,0.35,9.00,1.80,Toggle,2025-02-23
Naizak,,No,110,110,-1.0,270,0.45,6.80,1.20,Toggle,2021-10-15
Nalmon,,No,110,100,-4.0,270,0.50,7.20,1.30,Toggle,2020-06-13
nass,M8,No,110,100,-3.0,270,0.35,6.10,1.80,Toggle,2025-03-31
nasty,,No,110,90,-5.0,270,0.35,10.00,1.30,Toggle,2024-03-02
Nava,,No,110,110,-6.0,270,0.5,5.50,1.50,Toggle,2022-03-30
Nawaf.,WDK,No,110,90,-5.0,270,0.40,5.10,1.50,Toggle,2025-05-08
Ne0n,DR,No,110,100,-4.0,270,0.40,5.50,1.50,Toggle,2021-06-10
Negative,TSRN,No,110,110,-5.0,270,0.40,10.00,2.00,Toggle,2022-01-02
Negsy,,No,109,110,-3.0,260,0.60,8.30,1.80,Toggle,2025-02-11
Neheitios,,No,109,100,-3.0,270,0.40,10.00,1.20,Toggle,2021-07-22
n3ptune!,LOUD,No,110,100,-3.0,280,0.35,4.70,1.50,Toggle,2024-04-28
Neqzo,,No,110,110,-3.0,270,0.50,2.90,1.00,Toggle,2019-04-14
nerm1k,,No,110,90,-3.0,260,0.60,5.00,1.30,Toggle,2025-01-09
nerve,,No,109,90,-5.0,240,0.50,5.00,1.00,Toggle,2024-03-02
nessCoff,MEX,No,110,90,-3.0,280,0.75,3.50,1.50,Toggle,2024-02-02
nex.,POL,No,110,90,-5.0,270,0.30,6.60,1.60,Toggle,2024-10-23
Nibra,LSF,No,110,110,-4.0,270,0.45,10.00,1.50,Toggle,2021-07-01
Nick,,No,110,110,-3.0,280,0.40,10.00,1.00,Toggle,2021-11-05
nickbeast,,No,110,100,-4.0,270,0.40,5.00,1.80,Toggle,2024-12-17
Nico,,No,110,100,-3.0,260,0.50,6.50,1.90,Toggle,2024-08-15
Nielskoek,,No,110,90,-7.0,280,1.00,10.00,1.40,Toggle,2019-07-18
night.,NAH,No,110,90,-3.0,260,0.45,10.00,1.20,Toggle,2023-03-03
Night,,No,110,110,-3.0,270,0.35,3.70,1.40,Toggle,2021-10-29
Nine,,No,110,100,-4.0,270,0.50,3.40,1.30,Toggle,2022-01-31
Ninja23509,WIFU,No,110,100,-4.0,270,0.45,4.0,1.60,Toggle,2022-01-06
niseron,,No,110,100,-5.0,260,0.70,10.00,1.70,Toggle,2022-04-27
Nitrous,,No,110,100,-3.0,270,0.45,7.70,1.70,Toggle,2020-12-15
Nitrovity,OUKS,No,110,100,-3.0,270,0.35,6.90,1.50,Toggle,2025-02-17
Nitryx,SCC,No,110,100,-3.0,270,0.40,4.70,1.20,Toggle,2022-06-05
nmj,SRN,No,110,90,-5.0,270,0.50,8.00,1.50,Toggle,2025-05-10
NoMansion,BBB,No,110,90,-4.0,270,0.50,8.50,1.40,Toggle,2020-07-30
noahsaki,PMR,No,110,90,-4.0,270,0.40,10.00,1.30,Toggle,2024-08-15
noly,STED,No,110,90,-4.0,270,0.35,10.00,1.50,Toggle,2023-07-23
Noxes,MU,No,110,100,-5.0,270,0.40,10.0,1.20,Toggle,2023-12-02
ntri,,No,110,90,-5.0,270,0.35,4.00,1.50,Toggle,2024-11-16
nudging,,No,110,100,-4.0,270,0.40,5.00,1.20,Toggle,2022-03-09
Nuqqet,,No,109,100,-3.0,270,0.35,7.20,1.80,Toggle,2025-07-06
Nush,QAD,No,110,100,-3.0,270,0.35,4.00,1.30,Toggle,2025-10-19
Nwpo,TWIS,No,110,90,-5.0,270,0.50,5.10,1.50,Toggle,2025-10-01
nxghtt,AMT,No,110,100,-3.0,270,0.40,10.00,1.20,Toggle,2025-01-22
Nxko,BERG,No,110,100,-4.0,270,0.50,5.90,1.70,Toggle,2021-12-27
Nym,FISK,No,110,90,-4.0,240,0.45,5.00,1.60,Toggle,2025-02-01
Nym0,ZZZZ,No,110,100,-4.0,270,0.40,5.00,1.40,Toggle,2023-06-03
NytroDryft,,No,110,110,-4.0,280,0.30,6.00,1.00,Hold,2022-03-31
o0vvl,GK,No,110,100,-4.0,270,0.45,2.50,1.00,Toggle,2024-02-02
oKhaliD,,No,110,100,-3.0,270,0.35,4.00,1.20,Toggle,2023-03-03
OLPiX,,No,110,90,-3.0,250,0.70,10.00,1.20,Toggle,2022-03-04
OSM,,No,110,100,-3.0,270,0.50,4.40,1.00,Toggle,2020-07-05
oVaMPiERz,OFF,No,110,100,-3.0,260,0.45,5.00,1.00,Toggle,2020-07-08
oViitin,,No,109,90,-5.0,270,0.35,8.50,1.40,Toggle,2024-02-02
oaly.,,No,110,100,-3.0,270,0.35,3.50,1.20,Toggle,2023-11-25
oath,CMK,No,110,100,-3.0,270,0.45,10.00,1.60,Toggle,2023-03-01
ols,,No,110,90,-4.0,270,0.55,4.80,1.40,Toggle,2024-10-04
Oni,GT,No,110,110,-4.0,280,0.45,4.00,1.30,Toggle,2022-12-17
opp_bomb,MSU,No,110,100,-3.0,270,0.15,5.00,1.50,Toggle,2025-04-12
ops,QAD,No,110,100,-3.0,270,0.40,7.20,1.70,Toggle,2024-12-04
Oscillon,,No,108,110,-3.0,260,0.65,6.50,1.20,Toggle,2021-03-29
Osiris,TSG,No,110,100,-3.0,300,0.30,10.00,1.80,Toggle,2024-04-19
Oski,M8,No,110,90,-4.0,270,0.40,7.00,1.50,Toggle,2025-01-22
Outlast,,No,110,120,-4.0,260,0.35,10.00,1.00,Toggle,2019-05-12
oxy,UA-G,No,110,100,-3.0,270,0.35,10.00,1.80,Toggle,2025-04-01
PJ,,No,110,110,-3.0,270,0.45,6.00,1.00,Toggle,2020-03-26
PLASMA,PAI,No,110,100,-4.0,270,0.40,7.30,1.60,Toggle,2021-10-22
PLUTO,,No,110,90,-4.0,260,0.45,5.70,1.20,Toggle,2024-02-04
PNDH,SCHN,No,110,100,-3.0,270,0.25,10.0,1.50,Toggle,2023-11-21
PRSTN,BSU,No,109,90,-3.0,270,0.45,4.20,1.00,Toggle,2023-11-14
Paarth,,No,110,100,-3.0,270,0.35,10.00,1.40,Toggle,2025-01-17
Pabl0,ICB,No,110,100,-3.0,270,0.35,3.70,1.00,Toggle,2021-07-28
Pablobar,,No,110,90,-2.0,270,0.40,6.30,1.50,Toggle,2022-11-13
paco.,DRC,No,110,90,-2.0,260,0.45,8.30,1.50,Toggle,2023-03-27
PadS,,No,110,90,-4.0,250,0.70,6.00,1.80,Toggle,2022-11-07
pagsi,TSRN,No,109,100,-4.0,270,0.40,5.20,1.20,Toggle,2022-04-27
pan,TPS,No,110,90,-5.0,270,0.40,6.90,2.00,Toggle,2025-02-17
Pander,QUI,No,109,100,-3.0,270,0.45,5.80,1.40,Toggle,2023-04-20
paraapelka,,No,110,90,-3.0,260,0.50,6.10,1.60,Toggle,2025-01-10
parka,WOO,No,110,90,-5.0,270,0.35,4.20,1.30,Toggle,2024-12-12
Patty,BBB,No,110,110,-3.0,270,0.55,5.60,1.60,Toggle,2022-04-19
peachyy.,,No,110,100,-4.0,280,0.30,5.50,1.50,Toggle,2023-05-31
PeepTheSkill,GRIB,No,110,100,-5.0,270,0.45,7.00,1.20,Toggle,2023-03-05
Pengoli,,No,110,100,-3.0,260,0.35,7.30,1.40,Toggle,2024-04-28
percy.,,No,110,90,-5.0,270,0.35,4.70,1.30,Toggle,2023-03-03
peseta,PAI,No,110,100,-4.0,280,0.40,2.00,1.20,Toggle,2021-10-22
petrick,,No,110,90,-5.0,270,0.40,4.20,1.10,Toggle,2019-05-05
Phocas,,No,110,100,-3.0,270,0.35,3.70,1.20,Toggle,2020-05-03
pIGEON.,JMU,No,110,100,-3.0,270,0.25,6.10,2.00,Toggle,2025-06-05
PinGu,CRIS,No,110,100,-5.0,270,0.40,10.00,1.80,Toggle,2025-02-07
Pindroy,RR,No,110,100,-5.0,270,0.40,4.70,1.30,Toggle,2024-11-07
Pirates,,No,110,110,-3.0,270,0.45,6.00,1.00,Toggle,2021-08-29
Pisky,,No,110,90,-3.0,270,0.35,5.00,1.40,Toggle,2025-02-17
PlantingCargo85,,No,108,100,-4.0,250,0.40,6.2,1.30,Toggle,2021-07-15
plgabriel,TNB,No,110,100,-3.0,270,0.35,10.00,2.00,Toggle,2025-01-26
Plitz,,No,108,110,-4.0,300,0.45,4.20,1.00,Toggle,2020-08-19
Pluvo,DNG,No,110,100,-5.0,270,0.40,6.20,1.80,Toggle,2023-05-23
pnda.,,No,100,100,-4.0,280,0.40,7.00,1.00,Toggle,2022-01-24
Polar,SAP,No,110,110,-4.0,270,0.40,5.30,1.20,Toggle,2024-10-23
Pollo,,No,110,100,-4.0,260,0.60,4.70,1.20,Toggle,2022-09-25
Poncho,,No,110,100,-3.0,270,0.35,4.50,1.60,Toggle,2025-02-17
Poofy,RRDE,No,110,100,-4.0,280,0.45,4.40,1.50,Toggle,2022-07-10
popo,,No,109,110,-3.0,260,0.60,5.30,1.20,Toggle,2021-10-22
Porklet,,No,110,90,-3.0,270,0.40,4.70,1.20,Toggle,2020-05-26
Porsas,VS,No,110,90,-4.0,270,0.40,6.00,1.80,Toggle,2023-10-06
Pr.abdulaziz,TJP,No,110,100,-2.0,280,0.45,10.00,1.80,Toggle,2025-04-05
Prem,,No,110,100,-3.0,270,0.45,4.5,1.00,Toggle,2019-04-07
primethunder,,No,110,110,-4.0,280,0.40,5.00,1.30,Toggle,2020-11-03
process,BEN,No,110,100,-3.0,270,0.40,3.50,1.20,Toggle,2023-07-05
Prompt,,No,110,80,-2.0,250,0.60,9.90,1.60,Toggle,2023-12-17
pryyme,WUB,No,110,100,-3.0,270,0.35,4.80,1.40,Toggle,2023-01-15
Pugsay,,No,110,100,-4.0,270,0.40,6.00,1.20,Toggle,2022-04-01
purposa,DAP,No,110,90,-4.0,270,0.40,4.00,1.80,Toggle,2024-11-22
Pwndx,,No,110,110,-3.0,280,0.40,7.00,1.00,Toggle,2020-05-25
pzy,SCCGR,No,110,100,-3.0,260,0.40,7.00,1.70,Toggle,2025-01-19
Qtipz,,No,110,110,-2.0,280,0.35,8.50,2.00,Toggle,2025-01-18
radoko.,,No,109,90,-4.0,260,0.45,7.00,1.40,Toggle,2021-07-17
Radosin,,No,110,100,-3.0,260,0.30,4.20,1.50,Toggle,2025-02-17
rafa.,KAR,No,110,90,-3.00,270,0.35,4.00,1.00,Toggle,2024-10-27
Rafdoang13,,No,110,100,-3.00,280,0.50,5.00,1.10,Toggle,2021-10-29
rahmyn,,No,110,100,-4.0,280,0.40,5.00,1.40,Toggle,2022-03-20
rahz,,No,110,90,-4.0,230,0.50,5.50,1.30,Toggle,2022-11-20
Ralph014,,No,109,110,-3.0,260,0.60,6.90,1.20,Toggle,2022-09-09
Ram,,Yes,110,110,-4.0,270,0.40,4.10,2.00,Toggle,2022-04-26
ramzy,OMEN,No,110,100,-3.0,280,0.35,5.90,1.50,Toggle,2024-02-02
Ravi,COS,No,110,100,-3.0,270,0.35,5.00,1.00,Toggle,2025-05-04
Rayy14,MQU,No,110,100,-5.0,270,0.40,9.00,1.80,Toggle,2025-02-04
ReaLize,,No,110,100,-4.0,270,0.40,4.00,1.20,Toggle,2021-04-16
Realize,BOLI,No,110,100,-4.0,270,0.40,10.00,1.40,Toggle,2023-11-05
Rebmob,SEL,No,110,100,-3.0,270,0.35,6.00,1.50,Toggle,2025-01-26
reeho!,GELB,No,110,100,-3.0,270,0.35,8.00,1.60,Toggle,2024-12-15
reekkan,ROC,No,110,100,-3.0,280,0.35,5.00,1.00,Toggle,2024-10-18
Reepex,,No,110,110,-3.0,270,0.70,7.40,1.40,Toggle,2020-09-05
Reeves,UCFA,No,110,100,-4.0,270,0.45,6.90,1.10,Toggle,2022-09-20
Reevo,LMIX,No,109,90,-4.0,270,0.45,4.00,1.80,Toggle,2022-11-02
Reeyko,SCL,No,110,110,-3.0,270,0.35,3.70,1.00,Toggle,2023-08-20
Reganam,,No,110,110,-4.0,280,0.50,5.00,1.40,Toggle,2020-09-05
regser,VS,No,110,110,-3.0,270,0.40,10.00,1.70,Toggle,2024-06-16
rehzzy,,No,110,100,-4.0,260,0.55,6.00,1.10,Toggle,2023-03-27
Reina,,No,110,100,-4.0,270,0.35,4.40,1.60,Toggle,2023-10-30
Reisplasma,TNB,No,109,90,-3.0,270,0.55,7.00,1.20,Toggle,2025-01-26
RelatingWave,SHU,No,110,100,-4.0,260,0.45,5.50,1.00,Toggle,2025-01-17
Rellec,PUPS,No,110,90,-4.0,270,0.45,5.10,1.60,Toggle,2024-04-28
RemiK,RTT,No,108,110,-3.0,260,0.55,10,1.20,Toggle,2021-11-15
ren,,No,110,90,-4.0,270,0.35,6.10,1.60,Toggle,2024-05-06
Renshiro,RNDS,No,109,110,-3.0,260,0.60,4.00,1.10,Toggle,2025-05-21
renzo,DYN,No,110,100,-3.0,260,0.40,10.00,2.00,Toggle,2023-11-12
repeat,CMK,No,110,100,-3.0,270,0.35,5.00,1.70,Toggle,2025-01-17
Requiem,,No,110,100,-3.0,270,0.45,4.20,1.20,Toggle,2020-03-26
res,,No,110,100,-4.0,270,0.40,2.10,1.30,Toggle,2022-03-20
Reshiram,MOM,No,110,100,-3.00,270,0.45,6.10,1.80,Toggle,2025-05-07
Resonal,,No,110,90,-5.0,270,0.40,10.00,1.70,Toggle,2025-09-14
Retals,,No,110,100,-4.00,270,0.45,3.60,1.70,Toggle,2025-01-19
Reticence,,No,110,90,-3.0,270,0.70,3.5,1.00,Toggle,2022-04-27
Retra,,No,110,100,-5.0,270,0.40,5.50,1.40,Toggle,2021-10-22
reveal,SSG,No,110,90,-4.0,270,0.40,5.00,1.10,Toggle,2025-01-19
Revezy,,No,110,90,-5.0,260,0.65,7.00,1.60,Toggle,2023-03-26
Rex,,No,110,100,-4.0,270,0.35,4.80,1.30,Toggle,2021-07-01
Rexo,MF,No,110,100,-3.0,260,0.45,3.80,1.00,Toggle,2022-04-18
Reysbull,MIBR,No,110,110,-2.0,270,0.45,4.50,1.80,Toggle,2025-05-30
Rez,,No,110,90,-4.0,280,0.40,8.00,1.20,Toggle,2024-09-10
Rezears,FB,No,110,90,-4.0,270,0.40,7.50,1.50,Toggle,2025-02-16
richmond,MTK,No,110,100,-5.0,270,0.50,7.20,1.20,Toggle,2021-02-07
Rietsz,NRD,No,110,100,-4.0,270,0.40,5.10,2.00,Toggle,2025-05-03
Rigorous,PRAI,No,109,90,-5.0,270,0.50,8.00,1.80,Toggle,2025-05-03
ringa,,No,110,100,-3.0,270,0.30,6.50,1.40,Toggle,2023-10-22
ripoopi,RL,No,110,100,-4.0,270,0.40,4.20,1.20,Toggle,2021-06-18
rise.,GENG,No,110,100,-5.0,270,0.40,6.00,1.30,Toggle,2025-01-14
RisenEclipse,,No,110,90,-5.0,260,0.35,4.80,1.40,Toggle,2023-04-14
risk,BSL,No,109,90,-4.0,270,0.45,10.00,1.20,Toggle,2024-02-17
Riv,,No,108,90,-3.0,230,0.60,6.10,1.80,Toggle,2019-12-18
Rixy.,OMEN,No,109,100,-3.0,270,0.40,6.90,1.40,Toggle,2023-06-01
Rizex,GER,No,110,90,-5.0,270,0.40,5.70,1.70,Toggle,2025-04-09
rizon,,No,110,90,-5.0,270,0.45,5.00,1.50,Toggle,2025-02-07
